CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,Ammoniacal Nitrogen,BOD5,COD,Chloride,Dissolved Oxygen,Electrical Conductivity,Nitrate,Nitrite,Sulfate,Temperature,Total Suspended Solids,Turbidity,pH
24183,2015-10-12,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,,,31.0,,7.6,92.5,,,,26.2,250.0,71.0,6.46
24184,2015-10-12,RCA_SUAZA_HUI_GUADALUPE_PTE.GARCES [21037010],HUILA,ALTAMIRA,2.03,-75.78,0.3,,15.0,,7.3,61.41,0.18,0.006,,22.9,14.0,8.4,7.97
24185,2015-10-12,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,,,46.0,,8.2,115.6,,,,21.7,,460.0,7.16
24186,2015-10-14,RCA_MAGDALENA_HUI_NEIVA_PTE.SANTANDER [21097070],HUILA,NEIVA,2.942611111,-75.30852778,,,21.0,,5.7,105.7,,,,28.7,4.5,4.7,4.11
24187,2015-10-14,RCA_MONIQUIRA_BOY_MONIQUIRA_MONIQUIRA [24017600],BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,,,29.0,,6.3,216.4,,,,20.9,10.0,13.0,7.8
24189,2015-10-15,MAGDALENA_HUI_PALERMO_ESPERANZA LA [21097120],HUILA,PALERMO,2.728416667,-75.39638889,0.3,2.0,10.0,,4.1,115.0,0.12,0.006,,24.8,4.5,7.0,7.05
24190,2015-10-16,MAGDALENA_HUI_NEIVA_FRENTE PUERTO LA CEBOLLERA,HUILA,NEIVA,2.9925,-75.26916667,0.3,3.0,15.0,,5.3,124.7,0.22,0.011,,24.3,4.7,6.1,7.51
24191,2015-10-17,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,0.3,2.0,27.0,,6.7,104.2,0.49,0.012,,24.1,130.0,63.0,7.76
24194,2015-10-19,RCA_MAGDALENA_CUN_NARINO_NARINO [21237010],CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,0.3,5.0,77.0,,6.0,113.8,0.69,0.031,,25.8,120.0,46.0,7.54
24196,2015-10-18,RCA_MINERO_BOY_PAUNA_BORBUR [23127010],BOYACÁ,PAUNA,5.649388889,-74.05502778,0.3,,23.0,,9.3,823.1,0.46,0.0068,,30.7,41.0,16.0,8.05
24197,2015-10-19,RCA_CABRERA_HUI_VILLAVIEJA_SAN ALFONSO [21147010],HUILA,VILLAVIEJA,3.3705,-75.11416667,0.3,,16.0,,7.0,68.03,0.1,0.006,,25.7,33.0,20.0,7.48
24198,2015-10-19,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,0.3,,17.0,,5.5,177.0,0.55,,,25.5,270.0,150.0,7.0
24240,2015-10-20,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,,,24.0,,7.2,109.0,,,,28.4,23.0,18.0,7.26
24244,2015-10-20,RCA_CANAL DEL DIQUE_BOL_MARIA LA BAJA_STA.HELENA1[29037370],BOLÍVAR,MARÍA LA BAJA,10.05861111,-75.40277778,0.3,,19.0,,6.3,141.6,0.49,0.006,,18.1,160.0,99.0,7.23
24245,2015-10-21,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],VICHADA,CUMARIBO,3.993665,-68.333828,,,10.0,,4.1,32.7,,,,27.6,110.0,40.0,5.87
24246,2015-10-21,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,,,18.0,,5.5,22.9,,,,27.4,8.7,14.0,5.94
24247,2015-10-22,RCA_INIRIDA_GUAI_INIRIDA_PTO.INIRIDA [31097020],GUAINÍA,INÍRIDA,3.867666667,-67.931694444,,,19.0,,4.1,18.25,,,,25.2,14.0,5.3,4.82
24248,2015-10-24,NEGRO_BOY_PUERTO BOYACA_DESEMBOCADURA RIO NEGRO,CUNDINAMARCA,PUERTO SALGAR,5.736085,-74.644393,0.3,3.0,45.0,,6.2,512.4,0.17,0.006,,28.4,580.0,390.0,7.85
24249,2015-10-23,RCA_MAGDALENA_CUN_PUERTO SALGAR_PTO.SALGAR [23037010],CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,0.3,4.0,19.0,,5.0,192.2,1.8,0.23,,29.5,180.0,44.0,7.36
24252,2015-10-26,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.3,,10.0,,7.0,34.5,0.2,0.006,,15.2,4.5,5.2,7.18
24253,2015-10-26,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,9.1,39.0,52.0,,4.2,352.3,0.52,0.013,,14.7,23.0,6.3,8.6
24254,2015-10-26,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.3,2.0,10.0,,6.8,62.19,0.6,0.0086,,18.1,45.0,22.0,6.92
24255,2015-10-26,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,6.8,16.0,45.0,,2.1,416.4,0.33,0.006,,19.6,34.0,22.0,7.24
24257,2015-10-26,MAGDALENA_SAN_PUERTO PARRA_DESPUES DEL RIO CARARE,SANTANDER,PUERTO PARRA,6.795694,-74.093484,0.3,5.0,30.0,,4.9,234.3,0.44,0.006,,29.2,320.0,160.0,7.4
24259,2015-10-27,OPON_SAN_BARRANCABERMEJA_DESEMBOCADURA RIO OPON,SANTANDER,BARRANCABERMEJA,6.959889,-73.886806,0.3,4.0,10.0,,4.4,249.9,0.82,0.006,,28.0,1950.0,780.0,7.74
24260,2015-10-27,RCA_MAGDALENA_SAN_BARRANCABERMEJA_BARRANCABERMEJA [23157030],SANTANDER,BARRANCABERMEJA,7.060194444,-73.876,0.3,3.0,24.0,,6.0,180.1,1.1,0.0088,,29.1,420.0,220.0,7.55
24261,2015-10-24,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,,,10.0,,8.9,129.0,,,,22.7,4.5,2.0,8.32
24277,2015-10-28,RCA_QDA.RINCON_CUN_LA CALERA_QDA.RINCON [35027500],CUNDINAMARCA,LA CALERA,4.664944444,-73.85738889,0.3,2.0,10.0,,7.5,28.8,0.21,0.006,,12.3,4.5,2.0,6.85
24278,2015-10-28,RCA_CALOSTROS_CUN_LA CALERA_CALOSTROS BAJO [35027510],CUNDINAMARCA,LA CALERA,4.6645,-73.863083333,0.3,2.0,10.0,,7.3,42.74,1.3,0.006,,13.6,4.5,2.0,7.61
24279,2015-10-27,RCA_NEGRO_ANT_RIONEGRO_FRESERA LA [23087830],ANTIOQUIA,RIONEGRO,6.199722222,-75.33408333,0.52,,14.0,,3.4,134.7,0.15,0.057,,19.5,60.0,44.0,6.77
24280,2015-10-27,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,0.3,151.0,350.0,,,976.4,1.4,0.011,,17.9,70.0,42.0,7.16
24281,2015-10-27,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,0.3,9.0,15.0,,7.6,583.1,5.3,0.42,,26.6,4.5,2.0,9.03
24282,2015-10-27,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,43.0,153.0,310.0,,3.0,950.6,0.49,0.0077,,24.0,76.0,28.0,7.68
24283,2015-10-28,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,2.8,9.0,25.0,,6.2,179.6,0.25,0.096,,27.9,79.0,25.0,7.61
24284,2015-10-28,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.3,2.0,13.0,,6.0,118.2,0.35,0.006,,28.4,91.0,40.0,7.64
24285,2015-10-29,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,38.0,48.0,150.0,,1.9,849.4,0.61,0.006,,25.5,130.0,46.0,7.64
24286,2015-10-29,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.3,2.0,43.0,,5.3,70.53,0.82,0.017,,27.3,40.0,37.0,7.0
24287,2015-10-29,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.3,,40.0,,6.7,64.34,0.94,0.006,,27.3,23.0,26.0,7.56
24288,2015-10-29,RCA_CALOSTROS_CUN_LA CALERA_BOCATOMA EAAB [35027520],CUNDINAMARCA,LA CALERA,4.661027778,-73.833333333,0.3,2.0,10.0,,7.8,103.2,0.05,0.006,,10.2,4.5,2.0,8.17
24289,2015-10-28,SOGAMOSO_SAN_PUERTO WILCHES_DESEMBOCADURA RIO SOGAMOSO,SANTANDER,PUERTO WILCHES,2.971777778,-73.91583333,0.3,2.0,18.0,,5.6,159.1,0.42,0.006,,29.0,57.0,43.0,7.45
24290,2015-10-28,CIMITARRA_BOL_SAN PABLO_DESEMBOCADURA RIO CIMITARRA,BOLÍVAR,SAN PABLO,7.4675,-73.92388889,0.3,3.0,28.0,,4.4,103.1,0.72,0.007,,29.3,240.0,170.0,7.93
24291,2015-10-29,MAGDALENA_SAN_PUERTO WILCHES_SITIO NUEVO R-11 [23187280],SANTANDER,PUERTO WILCHES,7.784,-73.80191667,0.3,3.0,28.0,,5.4,146.9,1.1,0.006,,29.5,360.0,280.0,7.44
24292,2015-10-30,LEBRIJA_CES_AGUACHICA_DESEMBOCADURA RIO LEBRIJA,CESAR,AGUACHICA,8.131111111,-73.77305556,0.3,2.0,23.0,,4.7,141.8,0.75,0.0062,,29.4,100.0,83.0,7.14
24293,2015-10-30,RCA_MAGDALENA_BOL_REGIDOR_REGIDOR [25027410],BOLÍVAR,REGIDOR,8.666333333,-73.82080556,0.3,3.0,26.0,,5.5,151.0,1.0,0.006,,30.2,360.0,170.0,7.44
24298,2015-11-03,RCA_MAGDALENA BZO.DE LOBA_BOL_MAGANGUE_MAGANGUE [25027680],BOLÍVAR,MAGANGUÉ,9.24,-74.74166667,0.3,,16.0,,5.5,115.4,0.56,0.006,,29.3,230.0,190.0,7.16
24299,2015-11-04,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.3,,23.0,,3.3,81.1,1.3,0.021,,25.0,66.0,94.0,5.53
24301,2015-11-05,RCA_MAGDALENA_BOL_CORDOBA_TACAMOCHO[25027940],BOLÍVAR,CÓRDOBA,9.493583333,-74.81538889,0.3,2.0,25.0,,5.5,114.9,1.0,0.006,,29.1,400.0,350.0,7.19
24302,2015-11-06,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.3,,19.0,,,102.0,0.6,0.019,,18.5,34.0,49.0,7.92
24304,2015-11-06,MAGDALENA/CANAL DEL DIQUE_ATL_SANTA LUCIA_INCORA K-7 [29037360],ATLANTICO,SANTA LUCIA,10.30280833,-74.94655833,0.3,2.0,16.0,,5.4,114.7,0.83,0.006,,29.8,180.0,240.0,7.17
24305,2015-11-07,RCA_MAGDALENA_BOL_CALAMAR_CALAMAR [29037020],BOLÍVAR,CALAMAR,10.244042,-74.914705,0.3,2.0,21.0,,5.6,113.1,0.77,0.006,,29.6,200.0,240.0,7.19
24306,2015-11-08,RCA_MAGDALENA_ATL_BARRANQUILLA_LAS FLORES [29045180],ATLANTICO,BARRANQUILLA,11.039361111,-74.81975,0.3,2.0,18.0,,5.6,115.1,0.73,0.006,,29.4,150.0,120.0,7.2
24307,2015-11-09,RCA_CAUCA_CAU_POPAYAN_JULUMITO [26017020],CAUCA,POPAYÁN,2.467583333,-76.64430556,0.56,,29.0,,6.8,198.0,0.34,0.0084,,,37.0,21.0,4.65
24323,2015-11-09,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.3,,68.0,,7.7,18.2,0.05,0.006,,20.7,72.0,74.0,5.93
24324,2015-11-10,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,0.3,,140.0,,7.0,222.3,0.49,0.0061,,25.7,36.0,47.0,7.33
24331,2015-11-08,RCA_GUAVIO_CUN_GACHETA_PTE.REYES [35067330],CUNDINAMARCA,GACHETÁ,4.81775,-73.64261111,0.3,,25.0,,6.9,30.7,0.11,0.006,,18.2,82.0,84.0,7.08
24332,2015-11-10,RCA_FONCE_SAN_SAN GIL_SAN GIL [24027010],SANTANDER,SAN GIL,6.546666667,-73.12805556,,,23.0,,7.3,80.35,,,,21.0,17.0,16.0,7.85
24333,2015-11-11,RCA_CHICAMOCHA_SAN_JORDAN_JORDAN EL [24037360],SANTANDER,LOS SANTOS,6.749722222,-73.09666667,0.3,,16.0,,7.2,260.5,0.59,0.014,,26.5,410.0,360.0,8.22
24336,2015-11-11,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.3,,21.0,,,88.76,0.5,0.014,,20.9,4.5,6.2,7.1
24337,2015-11-10,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.3,,12.0,,7.4,61.4,0.083,0.006,,16.1,6.0,10.0,6.91
24338,2015-11-10,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.3,,19.0,,7.0,58.9,0.21,0.006,,15.8,120.0,110.0,6.92
24339,2015-11-16,RCA_HACHA_CAQ_FLORENCIA_FLORENCIA [44037060],CAQUETA,FLORENCIA,1.621166667,-75.61922222,,,22.0,,8.3,35.2,,,,22.9,4.5,2.3,7.68
24345,2015-11-13,RCA_PATIA_NAR_CUMBITARA_PTE.PUSMEO [52077010],NARIÑO,CUMBITARA,1.624055556,-77.47891667,0.3,,17.0,,6.9,219.0,0.68,0.006,,25.3,86.0,99.0,6.49
24346,2015-11-14,RCA_PATIA_NAR_POLICARPA_PTE.GUASCAS [52017010],NARIÑO,POLICARPA,1.594277778,-77.42936111,0.3,,22.0,,6.5,216.0,0.66,0.006,,25.4,100.0,120.0,6.15
24347,2015-11-15,RCA_CARDENILLO_BOY_GUICAN_RITACUBA NEGRO [24037630],BOYACÁ,GUICÁN,6.509055556,-72.3295,,,10.0,,2.9,30.0,,,,9.6,4.5,2.0,4.08
24348,2015-11-15,RCA_LAG.GUAMUEZ_NAR_PASTO_SINDAMANOY [47017580],NARIÑO,PASTO,1.135222222,-77.14719444,0.3,,10.0,,6.4,41.6,0.15,0.006,,16.1,4.5,2.0,7.67
24349,2015-11-16,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],BOYACÁ,GUICÁN,6.499555556,-72.37613889,0.3,,16.0,,5.9,69.5,0.05,,,10.6,4.5,6.7,7.46
24350,2015-11-16,RCA_GUAMUES_NAR_PASTO_LA COCHA [47017020],NARIÑO,PASTO,0.989722222,-77.15722222,0.3,,10.0,,6.6,39.0,0.11,0.006,,18.0,4.5,2.0,6.46
24351,2015-11-17,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],BOYACÁ,GUICÁN,6.490361111,-72.407,0.3,,10.0,,5.6,49.5,,,,10.3,5.2,4.8,7.19
24352,2015-11-18,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.3,,28.0,,7.7,238.0,0.52,0.035,,23.9,150.0,110.0,8.3
24353,2015-11-19,RCA_CHICAMOCHA_BOY_COVARACHIA_CAPITANEJO [24037390],SANTANDER,CAPITANEJO,6.5124028,-72.692761111,0.3,,49.0,,6.6,210.0,0.61,0.012,,21.1,240.0,240.0,7.6
24357,2015-11-18,RCA_PASTO_NAR_EL TAMBO_PROVIDENCIA [52047040],NARIÑO,CHACHAGUÍ,1.431944444,-77.30055556,3.4,,65.0,,6.7,276.0,1.3,,,23.3,79.0,38.0,6.17
24358,2015-11-19,RCA_PASTO_NAR_PASTO_UNIVERSIDAD [52047010],NARIÑO,PASTO,1.234333333,-77.29294444,14.0,,140.0,,2.5,336.0,1.2,0.006,,16.4,110.0,70.0,6.64
24359,2015-11-20,RCA_PASTO_NAR_PASTO_BOCATOMA CENTENARIO [52047030],NARIÑO,PASTO,1.201388889,-77.24777778,0.3,,42.0,,7.1,53.9,,0.022,,13.1,92.0,20.0,6.78
24366,2015-11-23,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,0.3,,92.0,,6.5,344.0,1.7,0.006,,27.0,560.0,330.0,7.95
24367,2015-11-19,RCA_CAUCA_ANT_CAUCASIA_LA COQUERA [26247020],ANTIOQUIA,CAUCASIA,7.96,-75.2,,,37.0,,7.6,125.2,,,,26.8,890.0,770.0,8.51
24368,2015-11-25,RCA_GARAGOA_BOY_GARAGOA_CARACOL EL [35077120],BOYACÁ,GARAGOA,5.056861111,-73.39033333,0.3,,12.0,,7.0,87.56,0.33,0.014,,21.6,69.0,88.0,7.93
24369,2015-11-23,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,0.3,,14.0,,7.0,113.3,0.44,0.006,,27.1,220.0,160.0,7.52
24370,2015-11-21,RCA_LAGUNILLA_TOL_LERIDA_ESMERALDA LA [21257090],TOLIMA,LÉRIDA,4.890777778,-74.85313889,0.3,,10.0,,10.8,267.0,0.64,0.62,,27.6,7.2,6.3,7.49
24371,2015-11-25,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,1.2,,49.0,,6.5,258.0,1.2,0.13,,18.1,83.0,70.0,7.65
24372,2015-11-25,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,0.3,,160.0,,7.0,311.0,1.4,0.006,,22.9,590.0,280.0,7.95
24373,2015-11-26,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,0.3,,30.0,,7.4,128.4,0.076,0.006,,20.5,23.0,22.0,7.57
24374,2015-11-25,RCA_SUAREZ_SAN_PUENTE NACIONAL_PTE.NACIONAL [24017590],SANTANDER,PUENTE NACIONAL,5.872777778,-73.67777778,,,81.0,,7.6,179.4,,,,18.9,560.0,280.0,8.07
24375,2015-11-24,RCA_GUARINO_TOL_HONDA_PTE.CARRETERA [23027060],TOLIMA,HONDA,5.289277778,-74.74608333,,,10.0,,8.6,118.1,,,,27.0,35.0,21.0,8.06
24376,2015-11-25,RCA_MAGDALENA_CUN_PUERTO SALGAR_PTO.SALGAR [23037010],CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,0.3,,34.0,,8.0,161.0,1.6,0.026,,29.5,220.0,220.0,7.28
24377,2015-11-26,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.3,,12.0,,6.8,342.6,1.1,0.025,,25.4,25.0,17.0,8.09
24378,2015-11-27,RCA_LA MIEL_ANT_SONSON_SAN MIGUEL [23057140],ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,,,20.0,,9.2,62.56,,,,24.9,42.0,30.0,7.43
24379,2015-11-24,RCA_PUTUMAYO_PUT_SANTIAGO_EDEN EL [47017070],PUTUMAYO,SANTIAGO,1.106305556,-76.985,0.3,,44.0,,6.7,46.0,0.24,0.031,,16.9,90.0,44.0,6.68
24380,2015-11-27,RCA_AMAZONAS_AMA_LETICIA_NAZARETH [48017030],AMAZONAS,LETICIA,-4.120194444,-70.03608333,0.3,,34.0,,5.3,151.0,0.45,0.006,,29.4,200.0,,5.7
24381,2015-11-28,RCA_AMAZONAS_AMA_LETICIA_LETICIA [48017010],AMAZONAS,LETICIA,-4.222527778,-69.94272222,0.3,,22.0,,5.3,132.2,0.46,0.006,,29.9,200.0,,6.48
24382,2015-11-24,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,,,45.0,,6.3,55.88,,,,28.4,790.0,660.0,7.02
24383,2015-11-29,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,,,31.0,,6.7,98.9,,,,25.8,510.0,630.0,8.14
24384,2015-11-29,RCA_GUIZA_NAR_RICAURTE_PILISPI [51027020],NARIÑO,RICAURTE,1.206083333,-77.98513889,0.3,,12.0,,7.6,67.9,0.09,0.006,,19.9,7.0,3.5,6.99
24385,2015-11-30,RCA_CAUCA_VAL_GUADALAJARA DE BUGA_MEDIACANOA [26087140],VALLE DEL CAUCA,GUADALAJARA DE BUGA,3.88961111,-76.34997222,0.8,,34.0,,2.9,167.8,0.37,0.039,,26.9,79.0,81.0,6.89
24386,2015-11-29,RCA_NEGRO_CUN_PUERTO SALGAR_PTO.LIBRE [23067040],CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,0.3,,310.0,,9.2,530.8,1.8,0.11,,27.9,1990.0,2040.0,8.02
24387,2015-12-01,RCA_NARE_ANT_CARACOLI_CANTERAS [23087210],ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,,,21.0,,10.5,50.57,,,,25.1,7.0,5.1,7.5
24388,2015-12-02,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.3,,73.0,,7.3,319.4,2.1,0.28,,20.5,58.0,39.0,8.56
24389,2015-12-03,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,12.0,,170.0,,3.4,1457.0,1.2,0.006,,18.6,71.0,66.0,7.42
24390,2015-12-05,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,0.3,,58.0,,8.3,140.1,0.12,0.006,,23.1,13.0,18.0,7.35
24391,2015-12-08,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,,,21.0,,6.2,109.4,,,,30.1,10.0,19.0,6.86
24392,2015-12-09,RCA_MAGDALENA_HUI_NEIVA_PTE.SANTANDER [21097070],HUILA,NEIVA,2.942611111,-75.30852778,,,36.0,,6.9,98.0,,,,24.7,9.6,27.0,7.27
24393,2015-12-09,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.3,,26.0,,7.9,98.17,0.24,0.006,,15.4,4.5,2.0,8.23
24394,2015-12-07,RCA_CABRERA_HUI_COLOMBIA_CARRASPOSO [21147030],HUILA,COLOMBIA,3.327527778,-74.86691667,0.3,,41.0,,6.2,187.6,0.05,0.006,,25.5,4.5,2.0,7.86
24395,2015-12-06,RCA_META_VIC_PUERTO CARRENO_ACEITICO [35257040],VICHADA,PUERTO CARREÑO,6.1835,-68.441556,0.3,,19.0,,6.3,61.9,0.55,0.006,,28.4,,300.0,6.82
24396,2015-12-10,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,14.0,,7.3,121.0,,,,21.4,,66.0,7.66
24397,2015-12-10,RCA_ORINOCO_VIC_PUERTO CARRENO_PTO.CARRENO [38017010],VICHADA,PUERTO CARREÑO,6.176527778,-67.47958333,0.3,,15.0,,6.7,9.1,0.13,,,28.8,,29.0,6.46
24503,2016-04-11,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.3,,10.0,,6.8,25.81,0.16,0.006,,15.9,4.5,5.7,7.19
24504,2016-04-11,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,3.5,,88.0,,1.8,315.1,0.82,0.022,,19.8,18.0,13.0,9.01
24505,2016-04-11,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.3,,13.0,,4.5,64.56,0.66,0.0088,,18.9,27.0,25.0,6.75
24508,2016-04-12,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,24.0,,221.0,,0.0,691.6,0.74,0.1,,19.1,70.0,60.0,7.08
24509,2016-04-12,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,0.32,,29.0,,7.0,387.1,1.5,0.027,,22.6,640.0,730.0,7.83
24510,2016-04-12,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,3.3,,855.0,,3.0,414.1,4.2,0.059,,24.4,,6890.0,7.68
24511,2016-04-13,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,0.46,,75.0,,5.9,155.7,0.87,0.027,,25.3,1480.0,1390.0,7.55
24512,2016-04-13,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.3,,74.0,,5.5,113.9,0.75,0.02,,25.3,1150.0,1370.0,6.93
24513,2016-04-13,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,10.0,,229.0,,2.0,547.0,1.3,0.13,,25.8,2580.0,1570.0,7.33
24514,2016-04-14,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.3,,34.0,,6.1,56.54,0.7,0.016,,24.1,96.0,100.0,6.12
24515,2016-04-14,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.3,,32.0,,6.4,46.42,0.56,0.016,,25.2,88.0,120.0,6.31
24516,2016-04-14,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,2.1,,56.0,,1.0,256.5,0.3,0.014,,21.4,24.0,30.0,6.55
