CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,Ammoniacal Nitrogen,BOD5,COD,Chloride,Dissolved Oxygen,Electrical Conductivity,Nitrate,Nitrite,Sulfate,Temperature,Total Suspended Solids,Turbidity,pH
26485,2017-08-07,RCA_GUATIQUIA_MET_VILLAVICENCIO_PTE.ABADIA [35037100],META,VILLAVICENCIO,4.235333333,-73.63536111,,,38.0,,9.9,112.0,,,,22.0,430.0,,7.68
26486,2017-08-09,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,,,63.0,,5.5,106.0,,,,28.4,1460.0,,4.38
26487,2017-08-09,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,0.3,,32.0,,,95.0,0.19,0.006,,,40.0,,7.66
26488,2017-08-10,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.3,,22.0,,8.0,108.0,0.3,0.006,,15.4,4.5,,7.84
26489,2017-08-08,RCA_LEBRIJA_SAN_SABANA DE TORRES_SAN RAFAEL [23197370],SANTANDER,SABANA DE TORRES,7.578055556,-73.56055556,0.3,,46.0,,7.2,172.0,2.7,0.099,,,140.0,,7.35
26490,2017-08-10,RCA_LAGUNILLA_TOL_LERIDA_ESMERALDA LA [21257090],TOLIMA,LÉRIDA,4.890777778,-74.85313889,0.3,,20.0,,4.7,257.0,0.65,0.058,,27.1,17.0,,7.28
26491,2017-08-12,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,,,27.0,,7.1,58.7,,,,26.2,420.0,,7.32
26492,2017-08-13,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,45.0,,8.1,125.0,,,,25.8,930.0,,7.93
26494,2017-08-13,RCA_CARARE_SAN_CIMITARRA_STA.ROSA [23127060],SANTANDER,CIMITARRA,6.291944444,-74.09833333,0.3,,62.0,,8.2,307.0,0.63,0.006,,26.6,580.0,,7.98
26495,2017-08-16,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,4.0,,53.0,,6.5,832.0,1.0,0.087,,18.2,26.0,,7.17
26496,2017-08-16,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.3,,35.0,,7.2,709.0,2.2,0.068,,19.0,19.0,,6.92
26497,2017-08-15,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,0.3,,25.0,,6.7,134.0,0.24,0.006,,22.3,7.6,,7.98
26498,2017-08-17,GUAITARA/QDA.DE EL MORRO_NAR_IPIALES_PTE.RUMICHACA [52057100],NARIÑO,IPIALES,0.813786111,-77.66197778,0.42,,18.0,,5.0,338.0,,0.057,,13.2,9.6,,7.72
26499,2017-08-15,MIRA_NAR_TUMACO_SAN JUAN [51027060],NARIÑO,TUMACO,1.423888889,-78.67027778,0.3,,10.0,,6.9,92.3,0.11,0.006,,26.5,5.6,,7.89
26500,2017-08-16,GUIZA_NAR_RICAURTE_PIPIGUAY [51027050],NARIÑO,RICAURTE,1.236944444,-78.09722222,0.3,,14.0,,7.2,157.0,0.11,0.006,,21.4,4.5,,8.13
26501,2017-08-16,RCA_GUARINO_TOL_HONDA_PTE.CARRETERA [23027060],TOLIMA,HONDA,5.289277778,-74.74608333,,,25.0,,8.1,128.0,,,,29.8,6.4,3.2,8.17
26502,2017-08-17,RCA_LA MIEL_ANT_SONSON_SAN MIGUEL [23057140],ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,,,35.0,,7.3,58.6,,,,26.8,150.0,160.0,7.26
26503,2017-08-18,BLANCO_NAR_CUASPUD_CARLOSAMA [52057040],NARIÑO,CUASPUD (CARLOSAMA),0.844166667,-77.68588889,0.3,,28.0,,4.5,411.0,0.63,0.059,,13.6,5.0,3.4,8.35
26504,2017-08-17,RCA_SAN JORGE_COR_MONTELIBANO_MONTELIBANO [25017010],CORDOBA,MONTELÍBANO,7.98817,-75.417483,,,40.0,,4.5,63.8,,,,29.0,140.0,180.0,6.65
26505,2017-08-18,RCA_SAN JORGE_COR_BUENAVISTA_MARRALU [25027120],CORDOBA,AYAPEL,8.32,-75.24,,,27.0,,4.9,88.5,,,,30.4,58.0,140.0,6.93
26506,2017-08-15,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,,,24.0,,6.5,79.8,,,,25.4,24.0,25.0,7.2
26507,2017-08-22,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,,,23.0,,8.8,113.0,,,,25.2,72.0,49.0,7.27
26508,2017-08-18,RCA_ARMA_CAL_AGUADAS_QUITA SUENO [26187040],CALDAS,AGUADAS,5.713611111,-75.540277778,,,24.0,,5.9,73.4,,,,24.4,56.0,41.0,7.6
26509,2017-08-18,RCA_CAUCA_CAL_AGUADAS_LA PINTADA [26187110],CALDAS,AGUADAS,5.7414778,-75.6005638,0.3,,97.0,,7.4,,1.6,0.038,,27.6,200.0,170.0,7.44
26511,2017-08-19,RCA_NEGRO_CUN_PUERTO SALGAR_PTO.LIBRE [23067040],CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,,,100.0,,4.1,302.0,0.59,0.02,,27.0,1150.0,920.0,7.86
26512,2017-08-21,RCA_NARE_ANT_CARACOLI_CANTERAS [23087210],ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,,,12.0,,8.5,42.4,,,,24.8,14.0,6.7,7.67
26513,2017-08-23,RCA_MAGDALENA_CUN_PUERTO SALGAR_PTO.SALGAR [23037010],CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,0.3,,42.0,,5.2,141.0,1.1,0.025,,28.3,310.0,240.0,7.58
26514,2017-08-23,RCA_PUTUMAYO_PUT_SANTIAGO_EDEN EL [47017070],PUTUMAYO,SANTIAGO,1.106305556,-76.985,0.3,,19.0,,7.9,56.4,0.1,0.0093,,14.7,34.0,20.0,7.06
26515,2017-08-24,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,0.3,,29.0,,8.3,155.0,0.49,0.006,,24.2,11.0,6.5,7.68
26516,2017-08-22,RCA_SINU_COR_MONTERIA_MONTERIA [13067020],CORDOBA,MONTERÍA,8.751611111,-75.89241667,0.3,,23.0,,6.1,113.0,0.1,0.014,,28.0,120.0,120.0,7.6
26517,2017-08-26,RCA_SINU_COR_LORICA_LADOCTRINA [13077040],CORDOBA,LORICA,9.294874,-75.893375,0.3,,19.0,,4.8,126.0,10.0,0.099,,29.1,44.0,58.0,7.05
26518,2017-09-05,RCA_CABRERA_HUI_COLOMBIA_CARRASPOSO [21147030],HUILA,COLOMBIA,3.327527778,-74.86691667,0.3,,10.0,,6.1,287.0,0.1,0.006,,25.8,7.2,10.0,7.36
26519,2017-09-09,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.31,,94.0,,,100.1,1.1,0.061,,,950.0,1080.0,7.23
26520,2017-09-10,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.41,,17.0,,,111.4,0.43,0.024,,,41.0,38.0,6.89
26521,2017-09-07,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.3,,18.0,,,36.8,0.12,0.006,,,21.0,25.0,6.67
26522,2017-09-11,RCA_HACHA_CAQ_FLORENCIA_FLORENCIA [44037060],CAQUETA,FLORENCIA,1.621166667,-75.61922222,,,19.0,,7.3,37.7,,,,24.6,8.8,7.3,7.5
26523,2017-09-06,RCA_CHICAMOCHA_SAN_JORDAN_JORDAN EL [24037360],SANTANDER,LOS SANTOS,6.749722222,-73.09666667,0.3,,,,7.6,252.0,0.5,0.006,,24.7,180.0,140.0,7.51
26524,2017-09-07,RCA_FONCE_SAN_SAN GIL_SAN GIL [24027010],SANTANDER,SAN GIL,6.546666667,-73.12805556,,,26.0,,7.9,71.1,,,,21.4,420.0,240.0,7.12
26525,2017-09-11,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.3,,10.0,,,105.5,,0.018,,,36.0,39.0,7.44
26526,2017-09-13,RCA_OCOA_MET_VILLAVICENCIO_PTE.DELAMOR [35037130],META,VILLAVICENCIO,4.086083333,-73.668861,0.3,,30.0,,6.4,54.4,0.23,0.006,,28.2,43.0,34.0,6.6
26533,2017-09-16,RCA_SUAREZ_SAN_PUENTE NACIONAL_PTE.NACIONAL [24017590],SANTANDER,PUENTE NACIONAL,5.872777778,-73.67777778,,,39.0,,8.6,232.0,,,,19.8,510.0,270.0,7.66
26534,2017-09-15,RCA_AMAZONAS_AMA_LETICIA_NAZARETH [48017030],AMAZONAS,LETICIA,-4.120194444,-70.03608333,0.3,,14.0,,6.0,162.0,0.39,0.006,,28.3,110.0,100.0,7.67
26535,2017-09-16,RCA_AMAZONAS_AMA_LETICIA_LETICIA [48017010],AMAZONAS,LETICIA,-4.222527778,-69.94272222,0.3,,39.0,,5.8,167.0,0.33,0.006,,29.8,116.0,110.0,7.6
26536,2017-09-16,RCA_ZULIA_NOR_DURANIA_SAN JAVIER-PTE.ZULIA [16027001],NORTE DE SANTANDER,DURANIA,7.836388889,-72.65083333,0.3,,22.0,,8.3,106.0,0.13,0.007,,20.8,120.0,210.0,7.92
26537,2017-09-18,RCA_PAMPLONITA_NOR_CHINACOTA_LA DONJUANA [16017020],NORTE DE SANTANDER,CHINÁCOTA,7.687972222,-72.60547222,0.3,,26.0,,8.6,176.0,1.1,0.072,,21.8,6.8,8.8,8.18
26539,2017-09-15,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,,,32.0,,5.9,248.0,,,,28.2,140.0,83.0,7.7
26540,2017-09-18,RCA_GUAVIARE_MET_MAPIRIPAN_MAPIRIPAN [32097010],META,MAPIRIPÁN,2.889722222,-72.13011111,,,26.0,,6.5,49.1,,,,28.1,110.0,73.0,7.19
26541,2017-09-19,RCA_CAUCA_VAL_LA VICTORIA_VICTORIA LA [26107070],VALLE DEL CAUCA,LA VICTORIA,4.524884,-76.0437,0.5,,31.0,,3.2,161.0,0.68,0.099,,26.0,55.0,82.0,7.07
26542,2017-09-19,RCA_LA VIEJA_VAL_CARTAGO_CARTAGO [26127040],RISARALDA,PEREIRA,4.757611111,-75.89925,0.3,,22.0,,6.3,178.0,1.5,0.09,,26.5,23.0,17.0,7.79
26543,2017-09-20,RCA_PAMPLONITA_NOR_CUCUTA_AGUAS CLARAS [16017010],NORTE DE SANTANDER,CÚCUTA,8.233611111,-72.41722222,0.5,,19.0,,4.8,445.0,3.5,0.51,,32.3,24.0,17.0,7.61
26544,2017-09-17,RCA_CAUCA_BOL_SAN JACINTO DEL CAUCA_LAS VARAS [25027200],BOLÍVAR,SAN JACINTO DEL CAUCA,8.39,-74.56,,,41.0,,6.4,89.3,,,,27.7,430.0,310.0,6.37
26545,2017-09-17,RCA_NECHI_ANT_NECHI_LA ESPERANZA [27037010],ANTIOQUIA,NECHÍ,8.031943889,-74.788805556,,,40.0,,4.7,46.5,,,,27.6,450.0,320.0,6.19
26546,2017-09-17,RCA_CAUCA_ANT_CAUCASIA_LA COQUERA [26247020],ANTIOQUIA,CAUCASIA,7.96,-75.2,,,53.0,,6.4,130.0,,,,27.6,470.0,270.0,7.45
26547,2017-09-21,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,,,38.0,,7.9,110.0,,,,28.0,10.0,17.0,7.6
26548,2017-09-22,RCA_LAS CEIBAS_HUI_NEIVA_GUAYABO [21117080],HUILA,NEIVA,2.92,-75.15,0.3,,26.0,,6.5,138.0,0.1,0.006,,23.4,4.5,2.0,7.78
26549,2017-09-25,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.3,,30.0,,7.5,30.2,0.22,0.006,,12.4,4.5,2.9,7.02
26550,2017-09-25,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,3.0,14.0,67.0,,5.6,203.0,0.5,0.0093,,15.3,21.0,10.0,7.12
26551,2017-09-25,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.3,6.0,40.0,,5.2,88.3,1.0,0.033,,17.6,41.0,33.0,6.5
26552,2017-09-25,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,8.0,31.0,74.0,,1.2,411.0,0.37,0.01,,19.2,22.0,28.0,7.05
26553,2017-09-25,RCA_CABRERA_HUI_VILLAVIEJA_SAN ALFONSO [21147010],HUILA,VILLAVIEJA,3.3705,-75.11416667,0.3,,57.0,,4.6,71.5,0.22,0.013,,23.3,430.0,280.0,7.05
26554,2017-09-26,RCA_MAGDALENA_HUI_NEIVA_PTE.SANTANDER [21097070],HUILA,NEIVA,2.942611111,-75.30852778,,,58.0,,4.9,108.0,,,,25.4,6.8,15.0,7.47
26556,2017-09-26,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.3,3.0,30.0,,6.2,109.0,0.29,0.0086,,26.9,71.0,56.0,7.37
26557,2017-09-27,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,2.2,7.0,46.0,,6.1,160.0,0.32,0.041,,26.3,72.0,66.0,7.39
26558,2017-09-28,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.3,,25.0,,7.3,73.3,1.1,0.006,,24.9,18.0,26.0,7.64
26559,2017-09-28,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.3,3.0,31.0,,6.6,86.1,1.0,0.038,,27.0,44.0,55.0,7.02
26560,2017-09-26,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,39.0,212.0,220.0,,4.0,907.0,2.2,0.056,,20.7,23.0,35.0,7.43
26561,2017-09-26,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,43.0,258.0,290.0,,0.0,986.0,1.3,0.01,,17.6,32.0,34.0,7.17
26562,2017-09-26,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,33.0,74.0,190.0,,4.4,802.0,0.73,0.006,,23.3,83.0,50.0,7.77
26563,2017-09-26,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,35.0,53.0,110.0,,0.7,930.0,0.87,0.011,,27.3,160.0,79.0,7.6
26564,2017-09-25,RCA_CARDENILLO_BOY_GUICAN_RITACUBA NEGRO [24037630],BOYACÁ,GUICÁN,6.509055556,-72.3295,0.3,,11.0,,7.3,32.5,,,,8.6,4.5,2.0,4.26
26565,2017-09-26,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],BOYACÁ,GUICÁN,6.499555556,-72.37613889,0.3,,10.0,,6.5,78.9,,,,12.8,4.5,3.0,7.91
26566,2017-09-27,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],BOYACÁ,GUICÁN,6.490361111,-72.407,0.3,,11.0,,7.7,45.6,,,,11.0,26.0,17.0,7.41
26577,2017-09-29,RCA_CHICAMOCHA_BOY_COVARACHIA_CAPITANEJO [24037390],SANTANDER,CAPITANEJO,6.5124028,-72.692761111,0.3,,130.0,,6.4,239.0,4.0,0.036,,20.3,3050.0,3220.0,8.21
26578,2017-10-03,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.3,,46.0,,6.6,181.0,1.5,0.085,,20.8,120.0,110.0,7.37
26585,2017-10-05,RCA_MAGDALENA_BOL_REGIDOR_REGIDOR [25027410],BOLÍVAR,REGIDOR,8.666333333,-73.82080556,0.3,,62.0,,5.1,135.0,0.98,0.012,,28.5,540.0,,6.74
26586,2017-10-10,RCA_MAGDALENA_HUI_GIGANTE_PASO DEL COLEGIO [21077020],HUILA,GIGANTE,2.462555556,-75.56686111,,,34.0,,6.1,129.0,,,,23.3,11.0,,6.96
26587,2017-10-10,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,0.3,,76.0,,5.1,168.0,0.25,0.0077,,21.6,400.0,,7.17
26588,2017-10-11,RCA_COMBEIMA_TOL_IBAGUE_MONTEZUMA [21217180],TOLIMA,IBAGUÉ,4.4819444,-75.28611111,,,73.0,,8.8,262.0,,,,,31.0,,8.19
26589,2017-10-10,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.3,,26.0,,6.3,213.0,0.46,0.043,,23.3,120.0,,8.06
26590,2017-10-09,RCA_SOGAMOSO_SAN_PUERTO WILCHES_PTE.SOGAMOSO [24067020],SANTANDER,PUERTO WILCHES,7.244166667,-73.7875,,,200.0,,7.5,171.0,,,,26.9,31.0,,6.97
26591,2017-10-09,RCA_OPON_SAN_SIMACOTA_PTE.FERROCARRIL [23147020],SANTANDER,SIMACOTA,6.773611111,-73.935,,,25.0,,5.7,237.0,,,,28.4,240.0,,6.93
26592,2017-10-11,RCA_SUAZA_HUI_GUADALUPE_PTE.GARCES [21037010],HUILA,ALTAMIRA,2.03,-75.78,0.3,,10.0,,7.7,62.9,0.22,0.006,,23.1,5.0,,7.63
26604,2017-10-18,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,,,31.0,,7.5,71.4,0.34,0.006,,,,,7.05
26605,2017-10-17,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,,,12.0,,7.7,48.0,0.1,0.006,,,33.0,,6.78
26606,2017-10-18,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,,,28.0,,7.3,112.0,,,,24.0,4.5,,8.04
26607,2017-10-13,RCA_SINU_COR_LORICA_LADOCTRINA [13077040],CORDOBA,LORICA,9.294874,-75.893375,,,20.0,,5.0,131.0,20.0,0.008,,29.7,110.0,,6.73
26608,2017-10-17,RCA_SINU_COR_MONTERIA_MONTERIA [13067020],CORDOBA,MONTERÍA,8.751611111,-75.89241667,,,19.0,,4.8,120.0,17.0,0.0088,,19.7,120.0,,7.24
26609,2017-10-16,RCA_PATIA_NAR_CUMBITARA_PTE.PUSMEO [52077010],NARIÑO,CUMBITARA,1.624055556,-77.47891667,,,43.0,,7.9,156.0,0.78,0.0091,,25.8,460.0,,8.18
26610,2017-10-17,RCA_PATIA_NAR_POLICARPA_PTE.GUASCAS [52017010],NARIÑO,POLICARPA,1.594277778,-77.42936111,,,23.0,,7.0,172.0,0.56,0.033,,25.2,260.0,,8.28
26611,2017-10-19,RCA_CAUCA_RIS_LA VIRGINIA_LA VIRGINIA [26177030],RISARALDA,LA VIRGINIA,4.8925,-75.882694444,,,16.0,,4.0,180.0,1.0,0.13,,27.2,36.0,,7.23
26612,2017-10-19,RCA_CUSIANA_BOY_PAJARITO_PAJARITO [35197190],BOYACÁ,PAJARITO,5.283472222,-72.70194444,,,10.0,,7.7,104.0,0.1,0.006,,23.6,36.0,,7.29
26613,2017-10-19,RCA_DE ORO_SAN_PIEDECUESTA_CONQUISTADOR EL [23197430],SANTANDER,PIEDECUESTA,6.989444444,-73.04111111,,,12.0,,7.4,71.0,0.33,,,19.9,6.0,,7.68
26614,2017-10-21,RCA_GUAVIO_CUN_GACHETA_PTE.REYES [35067330],CUNDINAMARCA,GACHETÁ,4.81775,-73.64261111,,,25.0,,8.0,53.1,0.1,0.0066,,,26.0,,6.95
26655,2017-10-22,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,,,86.0,,7.0,87.0,,,,28.1,640.0,,6.87
26656,2017-10-23,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,,,18.0,,7.8,107.0,,,,21.7,50.0,,7.95
26657,2017-10-18,RCA_CASANARE_ARA_CRAVO NORTE_CRAVONORTE [36027050],ARAUCA,CRAVO NORTE,6.295638889,-70.19433333,,,17.0,,5.1,42.0,,,,29.2,80.0,,2.97
26658,2017-10-24,RCA_META_VIC_PUERTO CARRENO_ACEITICO [35257040],VICHADA,PUERTO CARREÑO,6.1835,-68.441556,0.3,,20.0,,5.8,9.9,,0.022,,29.3,31.0,,3.95
26659,2017-10-24,RCA_ORINOCO_VIC_PUERTO CARRENO_PTO.CARRENO [38017010],VICHADA,PUERTO CARREÑO,6.176527778,-67.47958333,0.3,,60.0,,5.5,10.0,0.39,0.006,,29.0,30.0,,2.87
26660,2017-10-24,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,,,11.0,,5.7,7.2,,,,24.9,9.6,,6.9
26661,2017-10-12,RCA_VICHADA_VIC_CUMARIBO_STA.RITA [33077010],VICHADA,CUMARIBO,4.866127,-68.362697,,,10.0,,5.5,6.8,,,,28.6,8.7,,5.98
26662,2017-10-15,RCA_INIRIDA_GUAI_INIRIDA_PTO.INIRIDA [31097020],GUAINÍA,INÍRIDA,3.867666667,-67.931694444,,,28.0,,5.9,9.8,,,,28.8,7.6,,5.36
26663,2017-10-24,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],VICHADA,CUMARIBO,3.993665,-68.333828,,,12.0,,6.3,43.0,,,,27.2,140.0,,6.92
26666,2017-10-29,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,0.3,,27.0,,,149.0,1.3,0.093,,24.3,390.0,,7.28
26667,2017-10-29,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,0.4,,70.0,,,184.0,1.2,0.077,,20.3,390.0,,7.84
26678,2017-10-30,RCA_MAGDALENA_CUN_NARINO_NARINO [21237010],CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,,,158.0,,7.2,112.0,,,,,1270.0,,6.67
26679,2017-11-01,RCA_MAGDALENA_HUI_NEIVA_PTE.SANTANDER [21097070],HUILA,NEIVA,2.942611111,-75.30852778,,,17.0,,6.7,110.0,,,,25.6,6.4,,7.65
26681,2017-11-02,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.3,,18.0,,7.2,76.0,1.0,0.11,,18.8,49.0,,7.21
26687,2017-11-08,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.3,,49.0,,7.1,19.0,0.1,0.006,,20.9,44.0,,6.33
26716,2017-12-19,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],BOYACÁ,GUICÁN,6.499555556,-72.37613889,0.34,,10.0,,7.1,93.0,,,,10.6,4.5,,8.21
26717,2017-12-18,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],BOYACÁ,GUICÁN,6.490361111,-72.407,0.3,,10.0,,7.2,71.0,,,,10.2,4.5,,7.67
26718,2017-12-18,RCA_CARDENILLO_BOY_GUICAN_RITACUBA NEGRO [24037630],BOYACÁ,GUICÁN,6.509055556,-72.3295,0.3,,10.0,,6.3,36.0,,,,6.7,4.5,,4.06
26719,2017-12-19,RCA_CHULO_BOY_TUTA_PILAS LAS [24037250],BOYACÁ,TUTA,5.666666667,-73.26666667,54.8,,292.0,,0.0,969.0,,0.041,,18.4,40.0,,7.5
26720,2017-12-17,RCA_MONIQUIRA_BOY_MONIQUIRA_MONIQUIRA [24017600],BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,,,26.0,,7.5,261.0,,,,20.9,5.2,,7.89
26721,2017-12-17,RCA_LA MIEL_ANT_SONSON_SAN MIGUEL [23057140],ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,,,10.0,,7.4,57.0,,,,,13.0,,6.92
26722,2017-12-18,RCA_NEGRO_CUN_PUERTO SALGAR_PTO.LIBRE [23067040],CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,0.3,,10.0,,11.9,437.0,,0.006,,,260.0,,8.35
26723,2017-12-18,RCA_PASTO_NAR_PASTO_BOCATOMA CENTENARIO [52047030],NARIÑO,PASTO,1.201388889,-77.24777778,0.3,,17.0,,8.6,84.0,,0.12,,12.5,4.5,,7.46
26724,2017-12-19,RCA_PASTO_NAR_PASTO_UNIVERSIDAD [52047010],NARIÑO,PASTO,1.234333333,-77.29294444,25.0,,305.0,,2.2,542.0,,0.006,,16.2,140.0,,7.58
26739,2017-12-20,RCA_LAG.GUAMUEZ_NAR_PASTO_SINDAMANOY [47017580],NARIÑO,PASTO,1.135222222,-77.14719444,0.3,,10.0,,7.7,43.0,,0.006,,16.9,4.5,,6.82
26740,2017-12-20,RCA_GUAMUES_NAR_PASTO_LA COCHA [47017020],NARIÑO,PASTO,0.989722222,-77.15722222,0.3,,10.0,,7.3,41.0,,0.006,,16.6,4.5,,6.91
26741,2017-12-21,RCA_PASTO_NAR_EL TAMBO_PROVIDENCIA [52047040],NARIÑO,CHACHAGUÍ,1.431944444,-77.30055556,3.3,,46.0,,6.6,280.0,,0.006,,19.5,32.0,,7.63
26742,2017-12-18,RCA_MAGDALENA_MAG_EL BANCO_EL BANCO [25027020],MAGDALENA,EL BANCO,8.992527778,-73.96944444,0.15,,18.0,,6.0,159.0,,0.006,,29.8,50.0,,7.17
26783,2018-01-16,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.08,,23.0,,7.7,134.0,0.3,0.006,,16.9,13.0,25.0,6.72
26785,2018-01-20,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,0.1,,67.0,,8.2,418.0,0.34,0.13,,25.7,130.0,120.0,6.95
26786,2018-01-22,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.09,,19.0,,7.3,611.0,0.37,0.013,,23.7,110.0,110.0,7.46
